Report Category,Geographic Subdivision,School Name,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
Citywide,Citywide,,Male Multi-Racial,2014,5 year June,481,417,86.7,400,83.2,95.9,151,31.4,36.2,249,51.8,59.7,17,3.5,4.1,34,7.1,26,5.4,2,0.4,2,0.4
Citywide,Citywide,,Male Multi-Racial,2013,5 year June,377,335,88.9,329,87.3,98.2,115,30.5,34.3,214,56.8,63.9,6,1.6,1.8,11,2.9,29,7.7,1,0.3,1,0.3
Citywide,Citywide,,Male Multi-Racial,2012,5 year June,387,335,86.6,324,83.7,96.7,144,37.2,43,180,46.5,53.7,11,2.8,3.3,30,7.8,22,5.7,0,0,0,0
Citywide,Citywide,,Male Multi-Racial,2017,6 year June,492,454,92.3,451,91.7,99.3,216,43.9,47.6,235,47.8,51.8,3,0.6,0.7,11,2.2,24,4.9,1,0.2,2,0.4
Citywide,Citywide,,Male Multi-Racial,2016,6 year June,476,433,91,426,89.5,98.4,185,38.9,42.7,241,50.6,55.7,7,1.5,1.6,20,4.2,22,4.6,1,0.2,0,0
Citywide,Citywide,,Male Multi-Racial,2015,6 year June,452,373,82.5,348,77,93.3,113,25,30.3,235,52,63,25,5.5,6.7,39,8.6,31,6.9,5,1.1,4,0.9
Citywide,Citywide,,Male Multi-Racial,2014,6 year June,481,423,87.9,403,83.8,95.3,151,31.4,35.7,252,52.4,59.6,20,4.2,4.7,28,5.8,27,5.6,1,0.2,2,0.4
Citywide,Citywide,,Male Multi-Racial,2013,6 year June,372,336,90.3,330,88.7,98.2,115,30.9,34.2,215,57.8,64,6,1.6,1.8,5,1.3,31,8.3,0,0,0,0
Citywide,Citywide,,Male Multi-Racial,2012,6 year June,387,337,87.1,325,84,96.4,144,37.2,42.7,181,46.8,53.7,12,3.1,3.6,26,6.7,22,5.7,1,0.3,1,0.3
Citywide,Citywide,,Male Native American,2019,4 year August,414,321,77.5,317,76.6,98.8,70,16.9,21.8,247,59.7,76.9,4,1,1.2,57,13.8,30,7.2,2,0.5,3,0.7
Citywide,Citywide,,Male Native American,2018,4 year August,441,335,76,334,75.7,99.7,113,25.6,33.7,221,50.1,66,1,0.2,0.3,62,14.1,32,7.3,5,1.1,7,1.6
Citywide,Citywide,,Male Native American,2017,4 year August,446,343,76.9,342,76.7,99.7,121,27.1,35.3,221,49.6,64.4,1,0.2,0.3,65,14.6,27,6.1,0,0,11,2.5
Citywide,Citywide,,Male Native American,2016,4 year August,384,270,70.3,269,70.1,99.6,98,25.5,36.3,171,44.5,63.3,1,0.3,0.4,55,14.3,52,13.5,5,1.3,2,0.5
Citywide,Citywide,,Male Native American,2015,4 year August,352,236,67,218,61.9,92.4,59,16.8,25,159,45.2,67.4,18,5.1,7.6,54,15.3,54,15.3,2,0.6,6,1.7
Citywide,Citywide,,Male Native American,2014,4 year August,357,211,59.1,189,52.9,89.6,39,10.9,18.5,150,42,71.1,22,6.2,10.4,93,26.1,42,11.8,0,0,11,3.1
Citywide,Citywide,,Male Native American,2013,4 year August,322,177,55,166,51.6,93.8,29,9,16.4,137,42.5,77.4,11,3.4,6.2,95,29.5,39,12.1,4,1.2,6,1.9
Citywide,Citywide,,Male Native American,2012,4 year August,248,127,51.2,109,44,85.8,24,9.7,18.9,85,34.3,66.9,18,7.3,14.2,71,28.6,45,18.1,0,0,3,1.2
Citywide,Citywide,,Male Native American,2019,4 year June,414,305,73.7,303,73.2,99.3,70,16.9,23,233,56.3,76.4,2,0.5,0.7,73,17.6,30,7.2,2,0.5,3,0.7
Citywide,Citywide,,Male Native American,2018,4 year June,441,326,73.9,325,73.7,99.7,113,25.6,34.7,212,48.1,65,1,0.2,0.3,71,16.1,32,7.3,5,1.1,7,1.6
Citywide,Citywide,,Male Native American,2017,4 year June,446,327,73.3,326,73.1,99.7,121,27.1,37,205,46,62.7,1,0.2,0.3,81,18.2,27,6.1,0,0,11,2.5
Citywide,Citywide,,Male Native American,2016,4 year June,384,263,68.5,262,68.2,99.6,97,25.3,36.9,165,43,62.7,1,0.3,0.4,61,15.9,53,13.8,5,1.3,2,0.5
Citywide,Citywide,,Male Native American,2015,4 year June,352,225,63.9,211,59.9,93.8,59,16.8,26.2,152,43.2,67.6,14,4,6.2,65,18.5,54,15.3,2,0.6,6,1.7
Citywide,Citywide,,Male Native American,2014,4 year June,357,201,56.3,182,51,90.5,39,10.9,19.4,143,40.1,71.1,19,5.3,9.5,103,28.9,42,11.8,0,0,11,3.1
Citywide,Citywide,,Male Native American,2013,4 year June,322,164,50.9,154,47.8,93.9,29,9,17.7,125,38.8,76.2,10,3.1,6.1,108,33.5,39,12.1,4,1.2,6,1.9
Citywide,Citywide,,Male Native American,2012,4 year June,248,118,47.6,102,41.1,86.4,23,9.3,19.5,79,31.9,66.9,16,6.5,13.6,80,32.3,45,18.1,0,0,3,1.2
Citywide,Citywide,,Male Native American,2018,5 year August,440,358,81.4,356,80.9,99.4,113,25.7,31.6,243,55.2,67.9,2,0.5,0.6,24,5.5,40,9.1,10,2.3,8,1.8
Citywide,Citywide,,Male Native American,2017,5 year August,442,359,81.2,357,80.8,99.4,121,27.4,33.7,236,53.4,65.7,2,0.5,0.6,25,5.7,45,10.2,3,0.7,10,2.3
Citywide,Citywide,,Male Native American,2016,5 year August,389,287,73.8,286,73.5,99.7,98,25.2,34.1,188,48.3,65.5,1,0.3,0.3,24,6.2,64,16.5,7,1.8,6,1.5
Citywide,Citywide,,Male Native American,2015,5 year August,360,253,70.3,232,64.4,91.7,60,16.7,23.7,172,47.8,68,21,5.8,8.3,20,5.6,70,19.4,6,1.7,10,2.8
Citywide,Citywide,,Male Native American,2014,5 year August,366,239,65.3,211,57.7,88.3,39,10.7,16.3,172,47,72,28,7.7,11.7,40,10.9,76,20.8,5,1.4,6,1.6
Citywide,Citywide,,Male Native American,2013,5 year August,342,211,61.7,192,56.1,91,29,8.5,13.7,163,47.7,77.3,19,5.6,9,39,11.4,70,20.5,11,3.2,11,3.2
Citywide,Citywide,,Male Native American,2012,5 year August,265,157,59.2,131,49.4,83.4,24,9.1,15.3,107,40.4,68.2,26,9.8,16.6,34,12.8,64,24.2,6,2.3,2,0.8
Citywide,Citywide,,Male Native American,2018,5 year June,440,357,81.1,355,80.7,99.4,113,25.7,31.7,242,55,67.8,2,0.5,0.6,25,5.7,40,9.1,10,2.3,8,1.8
Citywide,Citywide,,Male Native American,2017,5 year June,442,357,80.8,355,80.3,99.4,121,27.4,33.9,234,52.9,65.5,2,0.5,0.6,27,6.1,45,10.2,3,0.7,10,2.3
Citywide,Citywide,,Male Native American,2016,5 year June,389,282,72.5,281,72.2,99.6,98,25.2,34.8,183,47,64.9,1,0.3,0.4,26,6.7,67,17.2,7,1.8,6,1.5
Citywide,Citywide,,Male Native American,2015,5 year June,360,252,70,231,64.2,91.7,60,16.7,23.8,171,47.5,67.9,21,5.8,8.3,20,5.6,71,19.7,6,1.7,10,2.8
Citywide,Citywide,,Male Native American,2014,5 year June,366,238,65,210,57.4,88.2,39,10.7,16.4,171,46.7,71.8,28,7.7,11.8,41,11.2,76,20.8,5,1.4,6,1.6
Citywide,Citywide,,Male Native American,2013,5 year June,342,206,60.2,188,55,91.3,29,8.5,14.1,159,46.5,77.2,18,5.3,8.7,44,12.9,70,20.5,11,3.2,11,3.2
Citywide,Citywide,,Male Native American,2012,5 year June,265,157,59.2,131,49.4,83.4,24,9.1,15.3,107,40.4,68.2,26,9.8,16.6,34,12.8,64,24.2,6,2.3,2,0.8
Citywide,Citywide,,Male Native American,2017,6 year June,440,362,82.3,359,81.6,99.2,121,27.5,33.4,238,54.1,65.7,3,0.7,0.8,15,3.4,51,11.6,5,1.1,7,1.6
Citywide,Citywide,,Male Native American,2016,6 year June,388,291,75,290,74.7,99.7,98,25.3,33.7,192,49.5,66,1,0.3,0.3,12,3.1,70,18,9,2.3,6,1.5
Citywide,Citywide,,Male Native American,2015,6 year June,362,259,71.5,238,65.7,91.9,60,16.6,23.2,178,49.2,68.7,21,5.8,8.1,13,3.6,74,20.4,8,2.2,8,2.2
Citywide,Citywide,,Male Native American,2014,6 year June,365,253,69.3,223,61.1,88.1,39,10.7,15.4,184,50.4,72.7,30,8.2,11.9,15,4.1,82,22.5,6,1.6,9,2.5
Citywide,Citywide,,Male Native American,2013,6 year June,348,225,64.7,199,57.2,88.4,30,8.6,13.3,169,48.6,75.1,26,7.5,11.6,21,6,79,22.7,12,3.4,11,3.2
Citywide,Citywide,,Male Native American,2012,6 year June,270,176,65.2,144,53.3,81.8,24,8.9,13.6,120,44.4,68.2,32,11.9,18.2,17,6.3,68,25.2,7,2.6,2,0.7
Citywide,Citywide,,Male White,2019,4 year August,5242,4562,87,4552,86.8,99.8,1886,36,41.3,2666,50.9,58.4,10,0.2,0.2,434,8.3,183,3.5,21,0.4,40,0.8
Citywide,Citywide,,Male White,2018,4 year August,5328,4584,86,4554,85.5,99.3,2446,45.9,53.4,2108,39.6,46,30,0.6,0.7,503,9.4,171,3.2,37,0.7,31,0.6
Citywide,Citywide,,Male White,2017,4 year August,5743,4878,84.9,4827,84.1,99,2585,45,53,2242,39,46,51,0.9,1,648,11.3,167,2.9,19,0.3,30,0.5
Citywide,Citywide,,Male White,2016,4 year August,5417,4569,84.3,4525,83.5,99,2250,41.5,49.2,2275,42,49.8,44,0.8,1,542,10,233,4.3,25,0.5,46,0.8
Citywide,Citywide,,Male White,2015,4 year August,5513,4453,80.8,4167,75.6,93.6,1692,30.7,38,2475,44.9,55.6,286,5.2,6.4,721,13.1,273,5,24,0.4,42,0.8
Citywide,Citywide,,Male White,2014,4 year August,5571,4471,80.3,4203,75.4,94,1701,30.5,38,2502,44.9,56,268,4.8,6,751,13.5,292,5.2,29,0.5,28,0.5
Citywide,Citywide,,Male White,2013,4 year August,5477,4355,79.5,4147,75.7,95.2,1669,30.5,38.3,2478,45.2,56.9,208,3.8,4.8,745,13.6,299,5.5,40,0.7,35,0.6
Citywide,Citywide,,Male White,2012,4 year August,5306,4111,77.5,3897,73.4,94.8,1480,27.9,36,2417,45.6,58.8,214,4,5.2,807,15.2,315,5.9,34,0.6,22,0.4
Citywide,Citywide,,Male White,2019,4 year June,5242,4446,84.8,4436,84.6,99.8,1877,35.8,42.2,2559,48.8,57.6,10,0.2,0.2,549,10.5,184,3.5,21,0.4,40,0.8
Citywide,Citywide,,Male White,2018,4 year June,5328,4462,83.7,4433,83.2,99.4,2429,45.6,54.4,2004,37.6,44.9,29,0.5,0.6,623,11.7,173,3.2,37,0.7,31,0.6
Citywide,Citywide,,Male White,2017,4 year June,5743,4711,82,4665,81.2,99,2559,44.6,54.3,2106,36.7,44.7,46,0.8,1,815,14.2,167,2.9,19,0.3,30,0.5
Citywide,Citywide,,Male White,2016,4 year June,5417,4477,82.6,4435,81.9,99.1,2243,41.4,50.1,2192,40.5,49,42,0.8,0.9,631,11.6,236,4.4,25,0.5,46,0.8
Citywide,Citywide,,Male White,2015,4 year June,5513,4310,78.2,4044,73.4,93.8,1685,30.6,39.1,2359,42.8,54.7,266,4.8,6.2,863,15.7,274,5,24,0.4,42,0.8
Citywide,Citywide,,Male White,2014,4 year June,5571,4327,77.7,4081,73.3,94.3,1697,30.5,39.2,2384,42.8,55.1,246,4.4,5.7,895,16.1,292,5.2,29,0.5,28,0.5
Citywide,Citywide,,Male White,2013,4 year June,5477,4228,77.2,4041,73.8,95.6,1663,30.4,39.3,2378,43.4,56.2,187,3.4,4.4,871,15.9,299,5.5,41,0.7,35,0.6
Citywide,Citywide,,Male White,2012,4 year June,5306,3970,74.8,3785,71.3,95.3,1473,27.8,37.1,2312,43.6,58.2,185,3.5,4.7,948,17.9,315,5.9,34,0.6,22,0.4
Citywide,Citywide,,Male White,2018,5 year August,5303,4681,88.3,4648,87.6,99.3,2452,46.2,52.4,2196,41.4,46.9,33,0.6,0.7,230,4.3,264,5,94,1.8,32,0.6
Citywide,Citywide,,Male White,2017,5 year August,5581,4939,88.5,4917,88.1,99.6,2591,46.4,52.5,2326,41.7,47.1,22,0.4,0.4,227,4.1,293,5.2,76,1.4,45,0.8
Citywide,Citywide,,Male White,2016,5 year August,5404,4725,87.4,4672,86.5,98.9,2259,41.8,47.8,2413,44.7,51.1,53,1,1.1,249,4.6,323,6,50,0.9,56,1
Citywide,Citywide,,Male White,2015,5 year August,5525,4660,84.3,4354,78.8,93.4,1699,30.8,36.5,2655,48.1,57,306,5.5,6.6,328,5.9,390,7.1,85,1.5,61,1.1
Citywide,Citywide,,Male White,2014,5 year August,5574,4647,83.4,4330,77.7,93.2,1701,30.5,36.6,2629,47.2,56.6,317,5.7,6.8,342,6.1,468,8.4,80,1.4,37,0.7
Citywide,Citywide,,Male White,2013,5 year August,5492,4505,82,4253,77.4,94.4,1659,30.2,36.8,2594,47.2,57.6,252,4.6,5.6,407,7.4,415,7.6,113,2.1,52,0.9
Citywide,Citywide,,Male White,2012,5 year August,5322,4287,80.6,4022,75.6,93.8,1481,27.8,34.5,2541,47.7,59.3,265,5,6.2,421,7.9,458,8.6,101,1.9,42,0.8
Citywide,Citywide,,Male White,2018,5 year June,5303,4668,88,4635,87.4,99.3,2451,46.2,52.5,2184,41.2,46.8,33,0.6,0.7,239,4.5,268,5.1,94,1.8,32,0.6
Citywide,Citywide,,Male White,2017,5 year June,5581,4920,88.2,4898,87.8,99.6,2591,46.4,52.7,2307,41.3,46.9,22,0.4,0.4,241,4.3,298,5.3,76,1.4,45,0.8
Citywide,Citywide,,Male White,2016,5 year June,5404,4711,87.2,4660,86.2,98.9,2259,41.8,48,2401,44.4,51,51,0.9,1.1,261,4.8,325,6,50,0.9,56,1
Citywide,Citywide,,Male White,2015,5 year June,5525,4640,84,4335,78.5,93.4,1699,30.8,36.6,2636,47.7,56.8,305,5.5,6.6,347,6.3,391,7.1,85,1.5,61,1.1
Citywide,Citywide,,Male White,2014,5 year June,5574,4615,82.8,4309,77.3,93.4,1700,30.5,36.8,2609,46.8,56.5,306,5.5,6.6,364,6.5,478,8.6,80,1.4,37,0.7
Citywide,Citywide,,Male White,2013,5 year June,5492,4486,81.7,4241,77.2,94.5,1659,30.2,37,2582,47,57.6,245,4.5,5.5,424,7.7,415,7.6,115,2.1,52,0.9
Citywide,Citywide,,Male White,2012,5 year June,5322,4268,80.2,4009,75.3,93.9,1481,27.8,34.7,2528,47.5,59.2,259,4.9,6.1,438,8.2,459,8.6,101,1.9,42,0.8
Citywide,Citywide,,Male White,2017,6 year June,5577,4968,89.1,4944,88.6,99.5,2590,46.4,52.1,2354,42.2,47.4,24,0.4,0.5,157,2.8,315,5.6,88,1.6,48,0.9
Citywide,Citywide,,Male White,2016,6 year June,5385,4739,88,4687,87,98.9,2259,41.9,47.7,2428,45.1,51.2,52,1,1.1,165,3.1,362,6.7,60,1.1,57,1.1
Citywide,Citywide,,Male White,2015,6 year June,5501,4717,85.7,4404,80.1,93.4,1700,30.9,36,2704,49.2,57.3,313,5.7,6.6,236,4.3,388,7.1,95,1.7,64,1.2
Citywide,Citywide,,Male White,2014,6 year June,5560,4717,84.8,4387,78.9,93,1701,30.6,36.1,2686,48.3,56.9,330,5.9,7,256,4.6,461,8.3,86,1.5,40,0.7
Citywide,Citywide,,Male White,2013,6 year June,5483,4576,83.5,4305,78.5,94.1,1660,30.3,36.3,2645,48.2,57.8,271,4.9,5.9,281,5.1,461,8.4,114,2.1,51,0.9
Citywide,Citywide,,Male White,2012,6 year June,5318,4345,81.7,4063,76.4,93.5,1481,27.8,34.1,2582,48.6,59.4,282,5.3,6.5,314,5.9,499,9.4,111,2.1,41,0.8
Citywide,Citywide,,Neither Female nor Male Black,2019,4 year August,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Neither Female nor Male Black,2019,4 year June,2,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Neither Female nor Male Black,2018,5 year August,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Neither Female nor Male Black,2018,5 year June,3,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Neither Female nor Male Hispanic,2019,4 year August,8,7,87.5,7,87.5,100,1,12.5,14.3,6,75,85.7,0,0,0,1,12.5,0,0,0,0,0,0
Citywide,Citywide,,Neither Female nor Male Hispanic,2019,4 year June,8,7,87.5,7,87.5,100,1,12.5,14.3,6,75,85.7,0,0,0,1,12.5,0,0,0,0,0,0
Citywide,Citywide,,Neither Female nor Male Multi-Racial,2019,4 year August,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Neither Female nor Male Multi-Racial,2019,4 year June,1,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
Citywide,Citywide,,Neither Female nor Male White,2019,4 year August,6,6,100,6,100,100,1,16.7,16.7,5,83.3,83.3,0,0,0,0,0,0,0,0,0,0,0
Citywide,Citywide,,Neither Female nor Male White,2019,4 year June,6,6,100,6,100,100,1,16.7,16.7,5,83.3,83.3,0,0,0,0,0,0,0,0,0,0,0
Citywide,Citywide,,Econ Disadv,2019,4 year August,51767,42763,82.6,42597,82.3,99.6,11968,23.1,28,30629,59.2,71.6,166,0.3,0.4,5283,10.2,2972,5.7,237,0.5,479,0.9
Citywide,Citywide,,Econ Disadv,2018,4 year August,51467,42690,82.9,42527,82.6,99.6,16023,31.1,37.5,26504,51.5,62.1,163,0.3,0.4,5124,10,2918,5.7,283,0.5,425,0.8
Citywide,Citywide,,Econ Disadv,2017,4 year August,53123,43288,81.5,43161,81.2,99.7,17864,33.6,41.3,25297,47.6,58.4,127,0.2,0.3,6480,12.2,2674,5,196,0.4,444,0.8
Citywide,Citywide,,Econ Disadv,2016,4 year August,54495,42762,78.5,41955,77,98.1,14945,27.4,34.9,27010,49.6,63.2,807,1.5,1.9,7538,13.8,3256,6,244,0.4,681,1.2
Citywide,Citywide,,Econ Disadv,2015,4 year August,54291,41432,76.3,37199,68.5,89.8,9872,18.2,23.8,27327,50.3,66,4233,7.8,10.2,7704,14.2,4359,8,283,0.5,509,0.9
Citywide,Citywide,,Econ Disadv,2014,4 year August,55392,41722,75.3,37780,68.2,90.6,10037,18.1,24.1,27743,50.1,66.5,3942,7.1,9.4,8910,16.1,4004,7.2,273,0.5,478,0.9
Citywide,Citywide,,Econ Disadv,2013,4 year August,51027,38382,75.2,35248,69.1,91.8,9298,18.2,24.2,25950,50.9,67.6,3134,6.1,8.2,8296,16.3,3699,7.2,260,0.5,359,0.7
Citywide,Citywide,,Econ Disadv,2012,4 year August,50518,37098,73.4,34393,68.1,92.7,8461,16.7,22.8,25932,51.3,69.9,2705,5.4,7.3,8658,17.1,4141,8.2,276,0.5,300,0.6
Citywide,Citywide,,Econ Disadv,2019,4 year June,51767,41272,79.7,41119,79.4,99.6,11898,23,28.8,29221,56.4,70.8,153,0.3,0.4,6730,13,3010,5.8,243,0.5,479,0.9
Citywide,Citywide,,Econ Disadv,2018,4 year June,51467,41393,80.4,41261,80.2,99.7,15914,30.9,38.4,25347,49.2,61.2,132,0.3,0.3,6399,12.4,2940,5.7,283,0.5,425,0.8
Citywide,Citywide,,Econ Disadv,2017,4 year June,53123,41745,78.6,41616,78.3,99.7,17633,33.2,42.2,23983,45.1,57.5,129,0.2,0.3,8006,15.1,2690,5.1,197,0.4,444,0.8
Citywide,Citywide,,Econ Disadv,2016,4 year June,54495,41632,76.4,40870,75,98.2,14877,27.3,35.7,25993,47.7,62.4,762,1.4,1.8,8653,15.9,3271,6,244,0.4,681,1.2
Citywide,Citywide,,Econ Disadv,2015,4 year June,54291,39376,72.5,35693,65.7,90.6,9811,18.1,24.9,25882,47.7,65.7,3683,6.8,9.4,9722,17.9,4395,8.1,285,0.5,509,0.9
Citywide,Citywide,,Econ Disadv,2014,4 year June,55392,39731,71.7,36340,65.6,91.5,9981,18,25.1,26359,47.6,66.3,3391,6.1,8.5,10895,19.7,4004,7.2,279,0.5,478,0.9
Citywide,Citywide,,Econ Disadv,2013,4 year June,51027,36672,71.9,33920,66.5,92.5,9244,18.1,25.2,24676,48.4,67.3,2752,5.4,7.5,9996,19.6,3699,7.2,269,0.5,359,0.7
Citywide,Citywide,,Econ Disadv,2012,4 year June,50518,35477,70.2,33123,65.6,93.4,8425,16.7,23.7,24698,48.9,69.6,2354,4.7,6.6,10271,20.3,4142,8.2,282,0.6,300,0.6
Citywide,Citywide,,Econ Disadv,2018,5 year August,51263,44026,85.9,43803,85.4,99.5,16023,31.3,36.4,27780,54.2,63.1,223,0.4,0.5,1668,3.3,4208,8.2,763,1.5,571,1.1
Citywide,Citywide,,Econ Disadv,2017,5 year August,52619,44809,85.2,44624,84.8,99.6,17848,33.9,39.8,26776,50.9,59.8,185,0.4,0.4,2023,3.8,4399,8.4,748,1.4,604,1.1
Citywide,Citywide,,Econ Disadv,2016,5 year August,54201,44935,82.9,44046,81.3,98,14995,27.7,33.4,29051,53.6,64.7,889,1.6,2,3203,5.9,4732,8.7,506,0.9,792,1.5
Citywide,Citywide,,Econ Disadv,2015,5 year August,53769,44120,82.1,39487,73.4,89.5,9872,18.4,22.4,29615,55.1,67.1,4633,8.6,10.5,2613,4.9,5473,10.2,825,1.5,731,1.4
Citywide,Citywide,,Econ Disadv,2014,5 year August,54232,43714,80.6,39016,71.9,89.3,10022,18.5,22.9,28994,53.5,66.3,4698,8.7,10.7,2549,4.7,6596,12.2,787,1.5,582,1.1
Citywide,Citywide,,Econ Disadv,2013,5 year August,50816,40179,79.1,36315,71.5,90.4,9220,18.1,22.9,27095,53.3,67.4,3864,7.6,9.6,3591,7.1,5679,11.2,860,1.7,494,1
Citywide,Citywide,,Econ Disadv,2012,5 year August,48531,38694,79.7,35513,73.2,91.8,8450,17.4,21.8,27063,55.8,69.9,3181,6.6,8.2,3433,7.1,5530,11.4,448,0.9,390,0.8
Citywide,Citywide,,Econ Disadv,2018,5 year June,51263,43810,85.5,43591,85,99.5,16019,31.2,36.6,27572,53.8,62.9,219,0.4,0.5,1840,3.6,4252,8.3,763,1.5,571,1.1
Citywide,Citywide,,Econ Disadv,2017,5 year June,52619,44613,84.8,44435,84.4,99.6,17844,33.9,40,26591,50.5,59.6,178,0.3,0.4,2170,4.1,4448,8.5,748,1.4,604,1.1
Citywide,Citywide,,Econ Disadv,2016,5 year June,54201,44655,82.4,43771,80.8,98,14989,27.7,33.6,28782,53.1,64.5,884,1.6,2,3454,6.4,4761,8.8,506,0.9,792,1.5
Citywide,Citywide,,Econ Disadv,2015,5 year June,53769,43825,81.5,39211,72.9,89.5,9868,18.4,22.5,29343,54.6,67,4614,8.6,10.5,2807,5.2,5574,10.4,825,1.5,731,1.4
Citywide,Citywide,,Econ Disadv,2014,5 year June,54232,43328,79.9,38786,71.5,89.5,10018,18.5,23.1,28768,53,66.4,4542,8.4,10.5,2834,5.2,6696,12.3,787,1.5,583,1.1
Citywide,Citywide,,Econ Disadv,2013,5 year June,50816,39793,78.3,36078,71,90.7,9218,18.1,23.2,26860,52.9,67.5,3715,7.3,9.3,3965,7.8,5689,11.2,862,1.7,494,1
Citywide,Citywide,,Econ Disadv,2012,5 year June,48531,38356,79,35283,72.7,92,8450,17.4,22,26833,55.3,70,3073,6.3,8,3763,7.8,5537,11.4,448,0.9,390,0.8
Citywide,Citywide,,Econ Disadv,2017,6 year June,52545,45170,86,44957,85.6,99.5,17804,33.9,39.4,27153,51.7,60.1,213,0.4,0.5,964,1.8,4913,9.4,826,1.6,645,1.2
Citywide,Citywide,,Econ Disadv,2016,6 year June,54070,45545,84.2,44632,82.5,98,15000,27.7,32.9,29632,54.8,65.1,913,1.7,2,1349,2.5,5644,10.4,664,1.2,836,1.5
Citywide,Citywide,,Econ Disadv,2015,6 year June,53787,44878,83.4,40202,74.7,89.6,9880,18.4,22,30322,56.4,67.6,4676,8.7,10.4,1420,2.6,5822,10.8,894,1.7,759,1.4
Citywide,Citywide,,Econ Disadv,2014,6 year June,54140,44773,82.7,39849,73.6,89,10026,18.5,22.4,29823,55.1,66.6,4924,9.1,11,1237,2.3,6607,12.2,870,1.6,651,1.2
Citywide,Citywide,,Econ Disadv,2013,6 year June,50498,40987,81.2,36811,72.9,89.8,9224,18.3,22.5,27587,54.6,67.3,4176,8.3,10.2,1624,3.2,6472,12.8,918,1.8,488,1
Citywide,Citywide,,Econ Disadv,2012,6 year June,48621,39474,81.2,35987,74,91.2,8452,17.4,21.4,27535,56.6,69.8,3487,7.2,8.8,1927,4,6215,12.8,524,1.1,420,0.9
Citywide,Citywide,,Not Econ Disadv,2019,4 year August,18126,15740,86.8,15698,86.6,99.7,6698,37,42.6,9000,49.7,57.2,42,0.2,0.3,1490,8.2,776,4.3,23,0.1,90,0.5
Citywide,Citywide,,Not Econ Disadv,2018,4 year August,19445,16684,85.8,16583,85.3,99.4,8692,44.7,52.1,7891,40.6,47.3,101,0.5,0.6,1684,8.7,913,4.7,39,0.2,122,0.6
Citywide,Citywide,,Not Econ Disadv,2017,4 year August,19540,16767,85.8,16522,84.6,98.5,8871,45.4,52.9,7651,39.2,45.6,245,1.3,1.5,1745,8.9,871,4.5,31,0.2,122,0.6
Citywide,Citywide,,Not Econ Disadv,2016,4 year August,19070,15942,83.6,15779,82.7,99,7712,40.4,48.4,8067,42.3,50.6,163,0.9,1,1847,9.7,1082,5.7,25,0.1,171,0.9
Citywide,Citywide,,Not Econ Disadv,2015,4 year August,19481,15603,80.1,14649,75.2,93.9,5732,29.4,36.7,8917,45.8,57.1,954,4.9,6.1,2275,11.7,1386,7.1,34,0.2,183,0.9
Citywide,Citywide,,Not Econ Disadv,2014,4 year August,19556,15201,77.7,14379,73.5,94.6,5621,28.7,37,8758,44.8,57.6,822,4.2,5.4,2488,12.7,1610,8.2,78,0.4,175,0.9
Citywide,Citywide,,Not Econ Disadv,2013,4 year August,22127,15942,72,15023,67.9,94.2,5461,24.7,34.3,9562,43.2,60,919,4.2,5.8,3695,16.7,2035,9.2,168,0.8,210,0.9
Citywide,Citywide,,Not Econ Disadv,2012,4 year August,23654,17063,72.1,16187,68.4,94.9,5348,22.6,31.3,10839,45.8,63.5,876,3.7,5.1,3945,16.7,2129,9,191,0.8,182,0.8
Citywide,Citywide,,Not Econ Disadv,2019,4 year June,18126,15396,84.9,15351,84.7,99.7,6679,36.8,43.4,8672,47.8,56.3,45,0.2,0.3,1820,10,787,4.3,26,0.1,90,0.5
Citywide,Citywide,,Not Econ Disadv,2018,4 year June,19445,16338,84,16242,83.5,99.4,8635,44.4,52.9,7607,39.1,46.6,96,0.5,0.6,2027,10.4,916,4.7,39,0.2,122,0.6
Citywide,Citywide,,Not Econ Disadv,2017,4 year June,19540,16317,83.5,16108,82.4,98.7,8809,45.1,54,7299,37.4,44.7,209,1.1,1.3,2191,11.2,875,4.5,31,0.2,122,0.6
Citywide,Citywide,,Not Econ Disadv,2016,4 year June,19070,15690,82.3,15533,81.5,99,7686,40.3,49,7847,41.1,50,157,0.8,1,2084,10.9,1097,5.8,25,0.1,171,0.9
